name,location,type,rank,rating,feesPerYear,description,website,phone,email,established,courses
Mandya Medical College 1755,Mandya,Medical,339,4.7,583460,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege1755.edu.in,,info@mandyamedicalcollege1755.edu.in,1962,MBBS|MD|MS|BDS
Davangere Engineering College 1756,Davangere,Engineering,475,4.3,907895,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege1756.edu.in,,info@davangereengineeringcollege1756.edu.in,2007,CSE|ECE|ME|Civil|AI|DS
Hassan Degree College 1757,Hassan,Degree,35,4.1,330935,"Degree college in Hassan, Karnataka",https://hassandegreecollege1757.edu.in,,info@hassandegreecollege1757.edu.in,1996,BA|BSc|BCom|BBA|BCA
Hassan Degree College 1758,Hassan,Degree,394,4.9,94496,"Degree college in Hassan, Karnataka",https://hassandegreecollege1758.edu.in,,info@hassandegreecollege1758.edu.in,1984,BA|BSc|BCom|BBA|BCA
Chitradurga Medical College 1759,Chitradurga,Medical,104,3.8,328297,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege1759.edu.in,,info@chitradurgamedicalcollege1759.edu.in,1954,MBBS|MD|MS|BDS
Udupi PU College 1760,Udupi,PU,377,3.6,1235971,"PU college in Udupi, Karnataka",https://udupipucollege1760.edu.in,,info@udupipucollege1760.edu.in,1970,PUC Science|Commerce|Arts
Chikkamagaluru PU College 1761,Chikkamagaluru,PU,349,4.6,552720,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1761.edu.in,,info@chikkamagalurupucollege1761.edu.in,2014,PUC Science|Commerce|Arts
Udupi Degree College 1762,Udupi,Degree,74,3.8,507531,"Degree college in Udupi, Karnataka",https://udupidegreecollege1762.edu.in,,info@udupidegreecollege1762.edu.in,2022,BA|BSc|BCom|BBA|BCA
Belagavi Degree College 1763,Belagavi,Degree,264,4.2,1410479,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege1763.edu.in,,info@belagavidegreecollege1763.edu.in,2015,BA|BSc|BCom|BBA|BCA
Raichur Engineering College 1764,Raichur,Engineering,200,4.7,305609,"Engineering college in Raichur, Karnataka",https://raichurengineeringcollege1764.edu.in,,info@raichurengineeringcollege1764.edu.in,2018,CSE|ECE|ME|Civil|AI|DS
Udupi PU College 1765,Udupi,PU,377,4.8,1427728,"PU college in Udupi, Karnataka",https://udupipucollege1765.edu.in,,info@udupipucollege1765.edu.in,2016,PUC Science|Commerce|Arts
Kalaburagi PU College 1766,Kalaburagi,PU,41,4.3,1445160,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1766.edu.in,,info@kalaburagipucollege1766.edu.in,1955,PUC Science|Commerce|Arts
Raichur Degree College 1767,Raichur,Degree,206,4.5,86359,"Degree college in Raichur, Karnataka",https://raichurdegreecollege1767.edu.in,,info@raichurdegreecollege1767.edu.in,1977,BA|BSc|BCom|BBA|BCA
Udupi Degree College 1768,Udupi,Degree,140,3.5,112782,"Degree college in Udupi, Karnataka",https://udupidegreecollege1768.edu.in,,info@udupidegreecollege1768.edu.in,1995,BA|BSc|BCom|BBA|BCA
Bengaluru Rural Medical College 1769,Bengaluru Rural,Medical,334,3.6,951066,"Medical college in Bengaluru Rural, Karnataka",https://bengalurururalmedicalcollege1769.edu.in,,info@bengalurururalmedicalcollege1769.edu.in,1966,MBBS|MD|MS|BDS
Raichur Engineering College 1770,Raichur,Engineering,239,3.8,1407700,"Engineering college in Raichur, Karnataka",https://raichurengineeringcollege1770.edu.in,,info@raichurengineeringcollege1770.edu.in,2004,CSE|ECE|ME|Civil|AI|DS
Chikkamagaluru Engineering College 1771,Chikkamagaluru,Engineering,144,3.8,1249257,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege1771.edu.in,,info@chikkamagaluruengineeringcollege1771.edu.in,1965,CSE|ECE|ME|Civil|AI|DS
Chikkamagaluru Degree College 1772,Chikkamagaluru,Degree,153,4.7,553057,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1772.edu.in,,info@chikkamagalurudegreecollege1772.edu.in,1990,BA|BSc|BCom|BBA|BCA
Tumakuru Engineering College 1773,Tumakuru,Engineering,3,4.4,289723,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege1773.edu.in,,info@tumakuruengineeringcollege1773.edu.in,1953,CSE|ECE|ME|Civil|AI|DS
Tumakuru PU College 1774,Tumakuru,PU,304,4.4,1295246,"PU college in Tumakuru, Karnataka",https://tumakurupucollege1774.edu.in,,info@tumakurupucollege1774.edu.in,1969,PUC Science|Commerce|Arts
Dharwad Medical College 1775,Dharwad,Medical,179,3.9,359307,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege1775.edu.in,,info@dharwadmedicalcollege1775.edu.in,2015,MBBS|MD|MS|BDS
Koppal Engineering College 1776,Koppal,Engineering,168,3.8,491261,"Engineering college in Koppal, Karnataka",https://koppalengineeringcollege1776.edu.in,,info@koppalengineeringcollege1776.edu.in,2021,CSE|ECE|ME|Civil|AI|DS
Ballari Medical College 1777,Ballari,Medical,485,3.7,992255,"Medical college in Ballari, Karnataka",https://ballarimedicalcollege1777.edu.in,,info@ballarimedicalcollege1777.edu.in,1985,MBBS|MD|MS|BDS
Udupi Medical College 1778,Udupi,Medical,39,4.9,1244744,"Medical college in Udupi, Karnataka",https://udupimedicalcollege1778.edu.in,,info@udupimedicalcollege1778.edu.in,1977,MBBS|MD|MS|BDS
Tumakuru Degree College 1779,Tumakuru,Degree,425,4.3,246816,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege1779.edu.in,,info@tumakurudegreecollege1779.edu.in,1979,BA|BSc|BCom|BBA|BCA
Udupi PU College 1780,Udupi,PU,143,4.1,979759,"PU college in Udupi, Karnataka",https://udupipucollege1780.edu.in,,info@udupipucollege1780.edu.in,2006,PUC Science|Commerce|Arts
Chikkamagaluru Degree College 1781,Chikkamagaluru,Degree,498,4.2,360996,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1781.edu.in,,info@chikkamagalurudegreecollege1781.edu.in,2007,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Degree College 1782,Chikkamagaluru,Degree,457,4.1,1224156,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1782.edu.in,,info@chikkamagalurudegreecollege1782.edu.in,2005,BA|BSc|BCom|BBA|BCA
Bidar Medical College 1783,Bidar,Medical,26,4.0,470304,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege1783.edu.in,,info@bidarmedicalcollege1783.edu.in,2020,MBBS|MD|MS|BDS
Udupi Degree College 1784,Udupi,Degree,17,3.6,327242,"Degree college in Udupi, Karnataka",https://udupidegreecollege1784.edu.in,,info@udupidegreecollege1784.edu.in,1956,BA|BSc|BCom|BBA|BCA
Raichur Degree College 1785,Raichur,Degree,123,3.9,796229,"Degree college in Raichur, Karnataka",https://raichurdegreecollege1785.edu.in,,info@raichurdegreecollege1785.edu.in,1995,BA|BSc|BCom|BBA|BCA
Dharwad Degree College 1786,Dharwad,Degree,468,3.8,159577,"Degree college in Dharwad, Karnataka",https://dharwaddegreecollege1786.edu.in,,info@dharwaddegreecollege1786.edu.in,1954,BA|BSc|BCom|BBA|BCA
Shivamogga Engineering College 1787,Shivamogga,Engineering,10,4.5,414500,"Engineering college in Shivamogga, Karnataka",https://shivamoggaengineeringcollege1787.edu.in,,info@shivamoggaengineeringcollege1787.edu.in,1964,CSE|ECE|ME|Civil|AI|DS
Hassan Degree College 1788,Hassan,Degree,418,4.0,375889,"Degree college in Hassan, Karnataka",https://hassandegreecollege1788.edu.in,,info@hassandegreecollege1788.edu.in,1999,BA|BSc|BCom|BBA|BCA
Ballari Engineering College 1789,Ballari,Engineering,376,4.4,515134,"Engineering college in Ballari, Karnataka",https://ballariengineeringcollege1789.edu.in,,info@ballariengineeringcollege1789.edu.in,2001,CSE|ECE|ME|Civil|AI|DS
Bidar Engineering College 1790,Bidar,Engineering,75,4.9,161250,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege1790.edu.in,,info@bidarengineeringcollege1790.edu.in,1972,CSE|ECE|ME|Civil|AI|DS
Hassan Degree College 1791,Hassan,Degree,96,3.6,938171,"Degree college in Hassan, Karnataka",https://hassandegreecollege1791.edu.in,,info@hassandegreecollege1791.edu.in,2014,BA|BSc|BCom|BBA|BCA
Bidar Degree College 1792,Bidar,Degree,53,4.1,1074342,"Degree college in Bidar, Karnataka",https://bidardegreecollege1792.edu.in,,info@bidardegreecollege1792.edu.in,1976,BA|BSc|BCom|BBA|BCA
Dakshina Kannada PU College 1793,Dakshina Kannada,PU,122,4.2,1468767,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege1793.edu.in,,info@dakshinakannadapucollege1793.edu.in,1951,PUC Science|Commerce|Arts
Udupi Engineering College 1794,Udupi,Engineering,229,4.6,38571,"Engineering college in Udupi, Karnataka",https://udupiengineeringcollege1794.edu.in,,info@udupiengineeringcollege1794.edu.in,1996,CSE|ECE|ME|Civil|AI|DS
Mandya Degree College 1795,Mandya,Degree,139,4.4,581880,"Degree college in Mandya, Karnataka",https://mandyadegreecollege1795.edu.in,,info@mandyadegreecollege1795.edu.in,2004,BA|BSc|BCom|BBA|BCA
Udupi Degree College 1796,Udupi,Degree,214,4.3,259135,"Degree college in Udupi, Karnataka",https://udupidegreecollege1796.edu.in,,info@udupidegreecollege1796.edu.in,1968,BA|BSc|BCom|BBA|BCA
Hassan Degree College 1797,Hassan,Degree,391,4.7,215452,"Degree college in Hassan, Karnataka",https://hassandegreecollege1797.edu.in,,info@hassandegreecollege1797.edu.in,2020,BA|BSc|BCom|BBA|BCA
Chikkamagaluru PU College 1798,Chikkamagaluru,PU,383,4.2,730765,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1798.edu.in,,info@chikkamagalurupucollege1798.edu.in,2014,PUC Science|Commerce|Arts
Shivamogga Degree College 1799,Shivamogga,Degree,472,4.1,485201,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege1799.edu.in,,info@shivamoggadegreecollege1799.edu.in,2020,BA|BSc|BCom|BBA|BCA
Dharwad Engineering College 1800,Dharwad,Engineering,249,4.8,334721,"Engineering college in Dharwad, Karnataka",https://dharwadengineeringcollege1800.edu.in,,info@dharwadengineeringcollege1800.edu.in,1977,CSE|ECE|ME|Civil|AI|DS
Koppal Engineering College 1801,Koppal,Engineering,452,4.2,1137023,"Engineering college in Koppal, Karnataka",https://koppalengineeringcollege1801.edu.in,,info@koppalengineeringcollege1801.edu.in,1954,CSE|ECE|ME|Civil|AI|DS
Shivamogga PU College 1802,Shivamogga,PU,401,4.8,511317,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1802.edu.in,,info@shivamoggapucollege1802.edu.in,1965,PUC Science|Commerce|Arts
Tumakuru Medical College 1803,Tumakuru,Medical,450,4.5,331246,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege1803.edu.in,,info@tumakurumedicalcollege1803.edu.in,1972,MBBS|MD|MS|BDS
Mysuru PU College 1804,Mysuru,PU,488,4.5,900032,"PU college in Mysuru, Karnataka",https://mysurupucollege1804.edu.in,,info@mysurupucollege1804.edu.in,2012,PUC Science|Commerce|Arts
Davangere Degree College 1805,Davangere,Degree,231,4.1,1491996,"Degree college in Davangere, Karnataka",https://davangeredegreecollege1805.edu.in,,info@davangeredegreecollege1805.edu.in,2003,BA|BSc|BCom|BBA|BCA
Mysuru Medical College 1806,Mysuru,Medical,21,3.6,1489778,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege1806.edu.in,,info@mysurumedicalcollege1806.edu.in,1979,MBBS|MD|MS|BDS
Udupi Degree College 1807,Udupi,Degree,271,4.5,1007738,"Degree college in Udupi, Karnataka",https://udupidegreecollege1807.edu.in,,info@udupidegreecollege1807.edu.in,1973,BA|BSc|BCom|BBA|BCA
Mandya Degree College 1808,Mandya,Degree,80,3.8,576511,"Degree college in Mandya, Karnataka",https://mandyadegreecollege1808.edu.in,,info@mandyadegreecollege1808.edu.in,1986,BA|BSc|BCom|BBA|BCA
Dakshina Kannada Degree College 1809,Dakshina Kannada,Degree,461,4.7,272109,"Degree college in Dakshina Kannada, Karnataka",https://dakshinakannadadegreecollege1809.edu.in,,info@dakshinakannadadegreecollege1809.edu.in,1958,BA|BSc|BCom|BBA|BCA
Shivamogga Engineering College 1810,Shivamogga,Engineering,297,3.9,442185,"Engineering college in Shivamogga, Karnataka",https://shivamoggaengineeringcollege1810.edu.in,,info@shivamoggaengineeringcollege1810.edu.in,2010,CSE|ECE|ME|Civil|AI|DS
Kalaburagi PU College 1811,Kalaburagi,PU,285,4.1,1454093,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1811.edu.in,,info@kalaburagipucollege1811.edu.in,1991,PUC Science|Commerce|Arts
Kalaburagi PU College 1812,Kalaburagi,PU,444,4.8,918341,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1812.edu.in,,info@kalaburagipucollege1812.edu.in,1989,PUC Science|Commerce|Arts
Chikkamagaluru PU College 1813,Chikkamagaluru,PU,127,4.7,119411,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1813.edu.in,,info@chikkamagalurupucollege1813.edu.in,1988,PUC Science|Commerce|Arts
Chikkamagaluru PU College 1814,Chikkamagaluru,PU,279,4.0,737454,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1814.edu.in,,info@chikkamagalurupucollege1814.edu.in,1983,PUC Science|Commerce|Arts
Davangere Engineering College 1815,Davangere,Engineering,151,3.6,433105,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege1815.edu.in,,info@davangereengineeringcollege1815.edu.in,1991,CSE|ECE|ME|Civil|AI|DS
Udupi Degree College 1816,Udupi,Degree,432,4.1,308814,"Degree college in Udupi, Karnataka",https://udupidegreecollege1816.edu.in,,info@udupidegreecollege1816.edu.in,2002,BA|BSc|BCom|BBA|BCA
Koppal PU College 1817,Koppal,PU,245,4.4,866437,"PU college in Koppal, Karnataka",https://koppalpucollege1817.edu.in,,info@koppalpucollege1817.edu.in,2016,PUC Science|Commerce|Arts
Ballari Degree College 1818,Ballari,Degree,174,4.2,777518,"Degree college in Ballari, Karnataka",https://ballaridegreecollege1818.edu.in,,info@ballaridegreecollege1818.edu.in,1999,BA|BSc|BCom|BBA|BCA
Bengaluru Urban PU College 1819,Bengaluru Urban,PU,466,4.1,1231688,"PU college in Bengaluru Urban, Karnataka",https://bengaluruurbanpucollege1819.edu.in,,info@bengaluruurbanpucollege1819.edu.in,1950,PUC Science|Commerce|Arts
Tumakuru Degree College 1820,Tumakuru,Degree,423,4.2,1445624,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege1820.edu.in,,info@tumakurudegreecollege1820.edu.in,1976,BA|BSc|BCom|BBA|BCA
Mysuru PU College 1821,Mysuru,PU,53,3.9,522642,"PU college in Mysuru, Karnataka",https://mysurupucollege1821.edu.in,,info@mysurupucollege1821.edu.in,1983,PUC Science|Commerce|Arts
Kalaburagi PU College 1822,Kalaburagi,PU,229,3.8,1400193,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1822.edu.in,,info@kalaburagipucollege1822.edu.in,1998,PUC Science|Commerce|Arts
Bengaluru Urban Engineering College 1823,Bengaluru Urban,Engineering,307,4.1,1126318,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege1823.edu.in,,info@bengaluruurbanengineeringcollege1823.edu.in,1971,CSE|ECE|ME|Civil|AI|DS
Mysuru Medical College 1824,Mysuru,Medical,251,4.7,281194,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege1824.edu.in,,info@mysurumedicalcollege1824.edu.in,1991,MBBS|MD|MS|BDS
Koppal Degree College 1825,Koppal,Degree,334,4.1,1399624,"Degree college in Koppal, Karnataka",https://koppaldegreecollege1825.edu.in,,info@koppaldegreecollege1825.edu.in,1987,BA|BSc|BCom|BBA|BCA
Hassan PU College 1826,Hassan,PU,273,4.3,1316085,"PU college in Hassan, Karnataka",https://hassanpucollege1826.edu.in,,info@hassanpucollege1826.edu.in,2020,PUC Science|Commerce|Arts
Bidar Medical College 1827,Bidar,Medical,108,4.3,871774,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege1827.edu.in,,info@bidarmedicalcollege1827.edu.in,1975,MBBS|MD|MS|BDS
Mysuru Engineering College 1828,Mysuru,Engineering,150,4.5,1396488,"Engineering college in Mysuru, Karnataka",https://mysuruengineeringcollege1828.edu.in,,info@mysuruengineeringcollege1828.edu.in,1999,CSE|ECE|ME|Civil|AI|DS
Shivamogga Engineering College 1829,Shivamogga,Engineering,208,4.5,565991,"Engineering college in Shivamogga, Karnataka",https://shivamoggaengineeringcollege1829.edu.in,,info@shivamoggaengineeringcollege1829.edu.in,2001,CSE|ECE|ME|Civil|AI|DS
Tumakuru PU College 1830,Tumakuru,PU,450,4.3,808368,"PU college in Tumakuru, Karnataka",https://tumakurupucollege1830.edu.in,,info@tumakurupucollege1830.edu.in,1964,PUC Science|Commerce|Arts
Mandya Degree College 1831,Mandya,Degree,394,4.5,469510,"Degree college in Mandya, Karnataka",https://mandyadegreecollege1831.edu.in,,info@mandyadegreecollege1831.edu.in,1986,BA|BSc|BCom|BBA|BCA
Ballari PU College 1832,Ballari,PU,156,4.7,562902,"PU college in Ballari, Karnataka",https://ballaripucollege1832.edu.in,,info@ballaripucollege1832.edu.in,2016,PUC Science|Commerce|Arts
Hassan PU College 1833,Hassan,PU,293,4.8,571854,"PU college in Hassan, Karnataka",https://hassanpucollege1833.edu.in,,info@hassanpucollege1833.edu.in,1950,PUC Science|Commerce|Arts
Udupi PU College 1834,Udupi,PU,202,4.6,1054342,"PU college in Udupi, Karnataka",https://udupipucollege1834.edu.in,,info@udupipucollege1834.edu.in,2001,PUC Science|Commerce|Arts
Raichur Degree College 1835,Raichur,Degree,250,4.4,200498,"Degree college in Raichur, Karnataka",https://raichurdegreecollege1835.edu.in,,info@raichurdegreecollege1835.edu.in,1997,BA|BSc|BCom|BBA|BCA
Udupi Engineering College 1836,Udupi,Engineering,325,4.1,1200764,"Engineering college in Udupi, Karnataka",https://udupiengineeringcollege1836.edu.in,,info@udupiengineeringcollege1836.edu.in,1976,CSE|ECE|ME|Civil|AI|DS
Tumakuru PU College 1837,Tumakuru,PU,344,3.9,1067639,"PU college in Tumakuru, Karnataka",https://tumakurupucollege1837.edu.in,,info@tumakurupucollege1837.edu.in,1957,PUC Science|Commerce|Arts
Bidar Engineering College 1838,Bidar,Engineering,174,4.2,1428980,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege1838.edu.in,,info@bidarengineeringcollege1838.edu.in,2010,CSE|ECE|ME|Civil|AI|DS
Hassan PU College 1839,Hassan,PU,356,3.8,718766,"PU college in Hassan, Karnataka",https://hassanpucollege1839.edu.in,,info@hassanpucollege1839.edu.in,1989,PUC Science|Commerce|Arts
Davangere Engineering College 1840,Davangere,Engineering,384,4.5,927334,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege1840.edu.in,,info@davangereengineeringcollege1840.edu.in,1978,CSE|ECE|ME|Civil|AI|DS
Shivamogga Medical College 1841,Shivamogga,Medical,45,4.3,840353,"Medical college in Shivamogga, Karnataka",https://shivamoggamedicalcollege1841.edu.in,,info@shivamoggamedicalcollege1841.edu.in,1993,MBBS|MD|MS|BDS
Kalaburagi PU College 1842,Kalaburagi,PU,452,4.4,1007790,"PU college in Kalaburagi, Karnataka",https://kalaburagipucollege1842.edu.in,,info@kalaburagipucollege1842.edu.in,1959,PUC Science|Commerce|Arts
Bidar PU College 1843,Bidar,PU,124,3.7,536191,"PU college in Bidar, Karnataka",https://bidarpucollege1843.edu.in,,info@bidarpucollege1843.edu.in,1983,PUC Science|Commerce|Arts
Bidar Medical College 1844,Bidar,Medical,101,4.2,952046,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege1844.edu.in,,info@bidarmedicalcollege1844.edu.in,1974,MBBS|MD|MS|BDS
Chikkamagaluru Degree College 1845,Chikkamagaluru,Degree,434,4.6,68737,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1845.edu.in,,info@chikkamagalurudegreecollege1845.edu.in,1958,BA|BSc|BCom|BBA|BCA
Davangere Degree College 1846,Davangere,Degree,365,4.3,253642,"Degree college in Davangere, Karnataka",https://davangeredegreecollege1846.edu.in,,info@davangeredegreecollege1846.edu.in,1955,BA|BSc|BCom|BBA|BCA
Shivamogga Degree College 1847,Shivamogga,Degree,114,4.2,1258825,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege1847.edu.in,,info@shivamoggadegreecollege1847.edu.in,1974,BA|BSc|BCom|BBA|BCA
Tumakuru PU College 1848,Tumakuru,PU,130,4.0,378899,"PU college in Tumakuru, Karnataka",https://tumakurupucollege1848.edu.in,,info@tumakurupucollege1848.edu.in,2018,PUC Science|Commerce|Arts
Koppal Degree College 1849,Koppal,Degree,335,3.6,191201,"Degree college in Koppal, Karnataka",https://koppaldegreecollege1849.edu.in,,info@koppaldegreecollege1849.edu.in,2019,BA|BSc|BCom|BBA|BCA
Chitradurga Engineering College 1850,Chitradurga,Engineering,19,3.7,1474072,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege1850.edu.in,,info@chitradurgaengineeringcollege1850.edu.in,1986,CSE|ECE|ME|Civil|AI|DS
Bengaluru Urban Degree College 1851,Bengaluru Urban,Degree,221,4.0,36456,"Degree college in Bengaluru Urban, Karnataka",https://bengaluruurbandegreecollege1851.edu.in,,info@bengaluruurbandegreecollege1851.edu.in,1992,BA|BSc|BCom|BBA|BCA
Chitradurga PU College 1852,Chitradurga,PU,110,4.7,290934,"PU college in Chitradurga, Karnataka",https://chitradurgapucollege1852.edu.in,,info@chitradurgapucollege1852.edu.in,1990,PUC Science|Commerce|Arts
Mysuru Degree College 1853,Mysuru,Degree,147,4.8,657389,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege1853.edu.in,,info@mysurudegreecollege1853.edu.in,2009,BA|BSc|BCom|BBA|BCA
Hassan Engineering College 1854,Hassan,Engineering,183,4.8,710671,"Engineering college in Hassan, Karnataka",https://hassanengineeringcollege1854.edu.in,,info@hassanengineeringcollege1854.edu.in,1999,CSE|ECE|ME|Civil|AI|DS
Koppal PU College 1855,Koppal,PU,367,4.6,1034132,"PU college in Koppal, Karnataka",https://koppalpucollege1855.edu.in,,info@koppalpucollege1855.edu.in,1957,PUC Science|Commerce|Arts
Tumakuru Medical College 1856,Tumakuru,Medical,59,3.6,253920,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege1856.edu.in,,info@tumakurumedicalcollege1856.edu.in,2022,MBBS|MD|MS|BDS
Dharwad Degree College 1857,Dharwad,Degree,269,4.1,1261554,"Degree college in Dharwad, Karnataka",https://dharwaddegreecollege1857.edu.in,,info@dharwaddegreecollege1857.edu.in,1958,BA|BSc|BCom|BBA|BCA
Tumakuru Engineering College 1858,Tumakuru,Engineering,209,4.2,752923,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege1858.edu.in,,info@tumakuruengineeringcollege1858.edu.in,2019,CSE|ECE|ME|Civil|AI|DS
Bengaluru Rural Engineering College 1859,Bengaluru Rural,Engineering,35,4.0,882532,"Engineering college in Bengaluru Rural, Karnataka",https://bengalurururalengineeringcollege1859.edu.in,,info@bengalurururalengineeringcollege1859.edu.in,1965,CSE|ECE|ME|Civil|AI|DS
Dakshina Kannada Medical College 1860,Dakshina Kannada,Medical,360,4.3,247267,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege1860.edu.in,,info@dakshinakannadamedicalcollege1860.edu.in,2009,MBBS|MD|MS|BDS
Dharwad Medical College 1861,Dharwad,Medical,313,4.9,91968,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege1861.edu.in,,info@dharwadmedicalcollege1861.edu.in,1958,MBBS|MD|MS|BDS
Chitradurga Engineering College 1862,Chitradurga,Engineering,328,3.6,166648,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege1862.edu.in,,info@chitradurgaengineeringcollege1862.edu.in,1992,CSE|ECE|ME|Civil|AI|DS
Belagavi Medical College 1863,Belagavi,Medical,220,4.0,1289897,"Medical college in Belagavi, Karnataka",https://belagavimedicalcollege1863.edu.in,,info@belagavimedicalcollege1863.edu.in,1963,MBBS|MD|MS|BDS
Dharwad Engineering College 1864,Dharwad,Engineering,56,4.5,710114,"Engineering college in Dharwad, Karnataka",https://dharwadengineeringcollege1864.edu.in,,info@dharwadengineeringcollege1864.edu.in,1973,CSE|ECE|ME|Civil|AI|DS
Udupi PU College 1865,Udupi,PU,29,3.7,1145573,"PU college in Udupi, Karnataka",https://udupipucollege1865.edu.in,,info@udupipucollege1865.edu.in,1959,PUC Science|Commerce|Arts
Bengaluru Urban Degree College 1866,Bengaluru Urban,Degree,262,4.4,545491,"Degree college in Bengaluru Urban, Karnataka",https://bengaluruurbandegreecollege1866.edu.in,,info@bengaluruurbandegreecollege1866.edu.in,1965,BA|BSc|BCom|BBA|BCA
Udupi PU College 1867,Udupi,PU,11,4.7,246403,"PU college in Udupi, Karnataka",https://udupipucollege1867.edu.in,,info@udupipucollege1867.edu.in,1950,PUC Science|Commerce|Arts
Chikkamagaluru Degree College 1868,Chikkamagaluru,Degree,74,4.0,738649,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1868.edu.in,,info@chikkamagalurudegreecollege1868.edu.in,2020,BA|BSc|BCom|BBA|BCA
Chitradurga Medical College 1869,Chitradurga,Medical,232,4.0,1284576,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege1869.edu.in,,info@chitradurgamedicalcollege1869.edu.in,2019,MBBS|MD|MS|BDS
Ballari Medical College 1870,Ballari,Medical,351,4.8,1178576,"Medical college in Ballari, Karnataka",https://ballarimedicalcollege1870.edu.in,,info@ballarimedicalcollege1870.edu.in,1951,MBBS|MD|MS|BDS
Hassan Degree College 1871,Hassan,Degree,49,3.8,106920,"Degree college in Hassan, Karnataka",https://hassandegreecollege1871.edu.in,,info@hassandegreecollege1871.edu.in,1958,BA|BSc|BCom|BBA|BCA
Dakshina Kannada PU College 1872,Dakshina Kannada,PU,201,4.6,470860,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege1872.edu.in,,info@dakshinakannadapucollege1872.edu.in,2019,PUC Science|Commerce|Arts
Dakshina Kannada Medical College 1873,Dakshina Kannada,Medical,383,4.2,1065971,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege1873.edu.in,,info@dakshinakannadamedicalcollege1873.edu.in,1991,MBBS|MD|MS|BDS
Ballari Degree College 1874,Ballari,Degree,47,3.6,497286,"Degree college in Ballari, Karnataka",https://ballaridegreecollege1874.edu.in,,info@ballaridegreecollege1874.edu.in,1983,BA|BSc|BCom|BBA|BCA
Tumakuru Engineering College 1875,Tumakuru,Engineering,385,4.4,671656,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege1875.edu.in,,info@tumakuruengineeringcollege1875.edu.in,2018,CSE|ECE|ME|Civil|AI|DS
Ballari Engineering College 1876,Ballari,Engineering,230,4.7,1119690,"Engineering college in Ballari, Karnataka",https://ballariengineeringcollege1876.edu.in,,info@ballariengineeringcollege1876.edu.in,1996,CSE|ECE|ME|Civil|AI|DS
Raichur Degree College 1877,Raichur,Degree,475,4.2,645665,"Degree college in Raichur, Karnataka",https://raichurdegreecollege1877.edu.in,,info@raichurdegreecollege1877.edu.in,1975,BA|BSc|BCom|BBA|BCA
